Comunidades y Ciudades Autónomas;Sexo;Periodo;Total
04 Balears, Illes;Ambos sexos;2001;38,56
04 Balears, Illes;Ambos sexos;2000;38,36
04 Balears, Illes;Ambos sexos;1999;38,18
04 Balears, Illes;Ambos sexos;1998;37,97
04 Balears, Illes;Ambos sexos;1997;37,78
04 Balears, Illes;Ambos sexos;1996;37,57
04 Balears, Illes;Ambos sexos;1995;37,38
04 Balears, Illes;Ambos sexos;1994;37,2
04 Balears, Illes;Ambos sexos;1993;37,06
04 Balears, Illes;Ambos sexos;1992;36,96
04 Balears, Illes;Ambos sexos;1991;36,86
04 Balears, Illes;Ambos sexos;1990;36,61
04 Balears, Illes;Ambos sexos;1989;36,4
04 Balears, Illes;Ambos sexos;1988;36,18
04 Balears, Illes;Ambos sexos;1987;35,99
04 Balears, Illes;Ambos sexos;1986;35,84
04 Balears, Illes;Ambos sexos;1985;35,7
04 Balears, Illes;Ambos sexos;1984;35,55
04 Balears, Illes;Ambos sexos;1983;35,43
04 Balears, Illes;Ambos sexos;1982;35,29
04 Balears, Illes;Ambos sexos;1981;35,17
04 Balears, Illes;Ambos sexos;1980;34,97
04 Balears, Illes;Ambos sexos;1979;34,8
04 Balears, Illes;Ambos sexos;1978;34,65
04 Balears, Illes;Ambos sexos;1977;34,55
04 Balears, Illes;Ambos sexos;1976;34,52
04 Balears, Illes;Ambos sexos;1975;34,53
04 Balears, Illes;Hombres;2025;41,59
04 Balears, Illes;Hombres;2024;41,45
04 Balears, Illes;Hombres;2023;41,29
04 Balears, Illes;Hombres;2022;41,15
04 Balears, Illes;Hombres;2021;40,84
04 Balears, Illes;Hombres;2020;40,58
04 Balears, Illes;Hombres;2019;40,43
04 Balears, Illes;Hombres;2018;40,29
04 Balears, Illes;Hombres;2017;40,14
04 Balears, Illes;Hombres;2016;39,94
04 Balears, Illes;Hombres;2015;39,72
04 Balears, Illes;Hombres;2014;39,49
04 Balears, Illes;Hombres;2013;39,21
04 Balears, Illes;Hombres;2012;38,95
04 Balears, Illes;Hombres;2011;38,67
04 Balears, Illes;Hombres;2010;38,38
04 Balears, Illes;Hombres;2009;38,15
04 Balears, Illes;Hombres;2008;38,06
04 Balears, Illes;Hombres;2007;37,99
04 Balears, Illes;Hombres;2006;37,91
04 Balears, Illes;Hombres;2005;37,82
04 Balears, Illes;Hombres;2004;37,68
04 Balears, Illes;Hombres;2003;37,6
04 Balears, Illes;Hombres;2002;37,65
04 Balears, Illes;Hombres;2001;37,42
04 Balears, Illes;Hombres;2000;37,2
04 Balears, Illes;Hombres;1999;36,99
04 Balears, Illes;Hombres;1998;36,77
04 Balears, Illes;Hombres;1997;36,57
04 Balears, Illes;Hombres;1996;36,35
04 Balears, Illes;Hombres;1995;36,14
04 Balears, Illes;Hombres;1994;35,95
04 Balears, Illes;Hombres;1993;35,8
04 Balears, Illes;Hombres;1992;35,7
04 Balears, Illes;Hombres;1991;35,59
04 Balears, Illes;Hombres;1990;35,34
04 Balears, Illes;Hombres;1989;35,12
04 Balears, Illes;Hombres;1988;34,89
04 Balears, Illes;Hombres;1987;34,68
04 Balears, Illes;Hombres;1986;34,53
04 Balears, Illes;Hombres;1985;34,42
04 Balears, Illes;Hombres;1984;34,29
04 Balears, Illes;Hombres;1983;34,19
04 Balears, Illes;Hombres;1982;34,08
04 Balears, Illes;Hombres;1981;33,95
04 Balears, Illes;Hombres;1980;33,71
04 Balears, Illes;Hombres;1979;33,53
04 Balears, Illes;Hombres;1978;33,37
04 Balears, Illes;Hombres;1977;33,25
04 Balears, Illes;Hombres;1976;33,22
04 Balears, Illes;Hombres;1975;33,23
04 Balears, Illes;Mujeres;2025;43,46
04 Balears, Illes;Mujeres;2024;43,31
04 Balears, Illes;Mujeres;2023;43,13
04 Balears, Illes;Mujeres;2022;43,01
04 Balears, Illes;Mujeres;2021;42,69
04 Balears, Illes;Mujeres;2020;42,44
04 Balears, Illes;Mujeres;2019;42,27
04 Balears, Illes;Mujeres;2018;42,13
04 Balears, Illes;Mujeres;2017;41,99
04 Balears, Illes;Mujeres;2016;41,82
04 Balears, Illes;Mujeres;2015;41,61
04 Balears, Illes;Mujeres;2014;41,38
04 Balears, Illes;Mujeres;2013;41,11
04 Balears, Illes;Mujeres;2012;40,89
04 Balears, Illes;Mujeres;2011;40,6
04 Balears, Illes;Mujeres;2010;40,33
04 Balears, Illes;Mujeres;2009;40,13
04 Balears, Illes;Mujeres;2008;40,05
04 Balears, Illes;Mujeres;2007;40
04 Balears, Illes;Mujeres;2006;39,97
04 Balears, Illes;Mujeres;2005;39,9
04 Balears, Illes;Mujeres;2004;39,77
04 Balears, Illes;Mujeres;2003;39,75
04 Balears, Illes;Mujeres;2002;39,85
04 Balears, Illes;Mujeres;2001;39,68
04 Balears, Illes;Mujeres;2000;39,51
04 Balears, Illes;Mujeres;1999;39,33
04 Balears, Illes;Mujeres;1998;39,15
04 Balears, Illes;Mujeres;1997;38,96
04 Balears, Illes;Mujeres;1996;38,76
04 Balears, Illes;Mujeres;1995;38,58
04 Balears, Illes;Mujeres;1994;38,42
04 Balears, Illes;Mujeres;1993;38,28
04 Balears, Illes;Mujeres;1992;38,18
04 Balears, Illes;Mujeres;1991;38,09
04 Balears, Illes;Mujeres;1990;37,84
04 Balears, Illes;Mujeres;1989;37,65
04 Balears, Illes;Mujeres;1988;37,44
04 Balears, Illes;Mujeres;1987;37,27
04 Balears, Illes;Mujeres;1986;37,11
04 Balears, Illes;Mujeres;1985;36,95
04 Balears, Illes;Mujeres;1984;36,78
04 Balears, Illes;Mujeres;1983;36,64
04 Balears, Illes;Mujeres;1982;36,47
04 Balears, Illes;Mujeres;1981;36,36
04 Balears, Illes;Mujeres;1980;36,19
04 Balears, Illes;Mujeres;1979;36,03
04 Balears, Illes;Mujeres;1978;35,89
04 Balears, Illes;Mujeres;1977;35,81
04 Balears, Illes;Mujeres;1976;35,79
04 Balears, Illes;Mujeres;1975;35,79
05 Canarias;Ambos sexos;2025;44,34
05 Canarias;Ambos sexos;2024;44,06
05 Canarias;Ambos sexos;2023;43,77
05 Canarias;Ambos sexos;2022;43,49
05 Canarias;Ambos sexos;2021;43,06
05 Canarias;Ambos sexos;2020;42,66
05 Canarias;Ambos sexos;2019;42,36
05 Canarias;Ambos sexos;2018;42,08
05 Canarias;Ambos sexos;2017;41,79
05 Canarias;Ambos sexos;2016;41,46
05 Canarias;Ambos sexos;2015;41,12
05 Canarias;Ambos sexos;2014;40,75
05 Canarias;Ambos sexos;2013;40,36
05 Canarias;Ambos sexos;2012;39,99
05 Canarias;Ambos sexos;2011;39,59
05 Canarias;Ambos sexos;2010;39,18
05 Canarias;Ambos sexos;2009;38,78
05 Canarias;Ambos sexos;2008;38,45
05 Canarias;Ambos sexos;2007;38,16
05 Canarias;Ambos sexos;2006;37,88
05 Canarias;Ambos sexos;2005;37,61
05 Canarias;Ambos sexos;2004;37,33
05 Canarias;Ambos sexos;2003;37,07
05 Canarias;Ambos sexos;2002;36,84
05 Canarias;Ambos sexos;2001;36,53
05 Canarias;Ambos sexos;2000;36,21
05 Canarias;Ambos sexos;1999;35,89
05 Canarias;Ambos sexos;1998;35,55
05 Canarias;Ambos sexos;1997;35,19
05 Canarias;Ambos sexos;1996;34,85
05 Canarias;Ambos sexos;1995;34,49
05 Canarias;Ambos sexos;1994;34,15
05 Canarias;Ambos sexos;1993;33,83
05 Canarias;Ambos sexos;1992;33,53
05 Canarias;Ambos sexos;1991;33,22
05 Canarias;Ambos sexos;1990;32,85
05 Canarias;Ambos sexos;1989;32,5
05 Canarias;Ambos sexos;1988;32,17
05 Canarias;Ambos sexos;1987;31,84
05 Canarias;Ambos sexos;1986;31,5
05 Canarias;Ambos sexos;1985;31,18
05 Canarias;Ambos sexos;1984;30,88
05 Canarias;Ambos sexos;1983;30,59
05 Canarias;Ambos sexos;1982;30,32
05 Canarias;Ambos sexos;1981;30,09
05 Canarias;Ambos sexos;1980;29,85
05 Canarias;Ambos sexos;1979;29,64
05 Canarias;Ambos sexos;1978;29,47
05 Canarias;Ambos sexos;1977;29,29
05 Canarias;Ambos sexos;1976;29,17
05 Canarias;Ambos sexos;1975;29,05
05 Canarias;Hombres;2025;43,42
05 Canarias;Hombres;2024;43,19
05 Canarias;Hombres;2023;42,91
05 Canarias;Hombres;2022;42,64
05 Canarias;Hombres;2021;42,22
05 Canarias;Hombres;2020;41,84
05 Canarias;Hombres;2019;41,54
05 Canarias;Hombres;2018;41,28
05 Canarias;Hombres;2017;41
05 Canarias;Hombres;2016;40,68
05 Canarias;Hombres;2015;40,35
05 Canarias;Hombres;2014;39,99
05 Canarias;Hombres;2013;39,61
05 Canarias;Hombres;2012;39,24
05 Canarias;Hombres;2011;38,84
05 Canarias;Hombres;2010;38,42
05 Canarias;Hombres;2009;38
05 Canarias;Hombres;2008;37,66
05 Canarias;Hombres;2007;37,36
05 Canarias;Hombres;2006;37,06
05 Canarias;Hombres;2005;36,76
05 Canarias;Hombres;2004;36,47
05 Canarias;Hombres;2003;36,2
05 Canarias;Hombres;2002;35,96
05 Canarias;Hombres;2001;35,64
05 Canarias;Hombres;2000;35,31
05 Canarias;Hombres;1999;34,99
05 Canarias;Hombres;1998;34,64
05 Canarias;Hombres;1997;34,28
05 Canarias;Hombres;1996;33,93
05 Canarias;Hombres;1995;33,58
05 Canarias;Hombres;1994;33,24
05 Canarias;Hombres;1993;32,92
05 Canarias;Hombres;1992;32,62
05 Canarias;Hombres;1991;32,31
05 Canarias;Hombres;1990;31,92
05 Canarias;Hombres;1989;31,57
05 Canarias;Hombres;1988;31,24
05 Canarias;Hombres;1987;30,9
05 Canarias;Hombres;1986;30,56
05 Canarias;Hombres;1985;30,24
05 Canarias;Hombres;1984;29,93
05 Canarias;Hombres;1983;29,64
05 Canarias;Hombres;1982;29,38
05 Canarias;Hombres;1981;29,15
05 Canarias;Hombres;1980;28,92
05 Canarias;Hombres;1979;28,74
05 Canarias;Hombres;1978;28,57
05 Canarias;Hombres;1977;28,41
05 Canarias;Hombres;1976;28,31
05 Canarias;Hombres;1975;28,2
05 Canarias;Mujeres;2025;45,23
05 Canarias;Mujeres;2024;44,91
05 Canarias;Mujeres;2023;44,61
05 Canarias;Mujeres;2022;44,32
05 Canarias;Mujeres;2021;43,88
05 Canarias;Mujeres;2020;43,47
05 Canarias;Mujeres;2019;43,16
05 Canarias;Mujeres;2018;42,87
05 Canarias;Mujeres;2017;42,56
05 Canarias;Mujeres;2016;42,23
05 Canarias;Mujeres;2015;41,89
05 Canarias;Mujeres;2014;41,5
05 Canarias;Mujeres;2013;41,11
05 Canarias;Mujeres;2012;40,74
05 Canarias;Mujeres;2011;40,35
05 Canarias;Mujeres;2010;39,94
05 Canarias;Mujeres;2009;39,56
05 Canarias;Mujeres;2008;39,24
05 Canarias;Mujeres;2007;38,97
05 Canarias;Mujeres;2006;38,71
05 Canarias;Mujeres;2005;38,45
05 Canarias;Mujeres;2004;38,18
05 Canarias;Mujeres;2003;37,94
05 Canarias;Mujeres;2002;37,71
05 Canarias;Mujeres;2001;37,41
05 Canarias;Mujeres;2000;37,09
05 Canarias;Mujeres;1999;36,78
05 Canarias;Mujeres;1998;36,44
05 Canarias;Mujeres;1997;36,1
05 Canarias;Mujeres;1996;35,75
05 Canarias;Mujeres;1995;35,39
05 Canarias;Mujeres;1994;35,05
05 Canarias;Mujeres;1993;34,73
05 Canarias;Mujeres;1992;34,43
05 Canarias;Mujeres;1991;34,11
05 Canarias;Mujeres;1990;33,76
05 Canarias;Mujeres;1989;33,42
05 Canarias;Mujeres;1988;33,1
05 Canarias;Mujeres;1987;32,76
05 Canarias;Mujeres;1986;32,44
05 Canarias;Mujeres;1985;32,12
05 Canarias;Mujeres;1984;31,82
05 Canarias;Mujeres;1983;31,53
05 Canarias;Mujeres;1982;31,26
05 Canarias;Mujeres;1981;31,02
05 Canarias;Mujeres;1980;30,77
05 Canarias;Mujeres;1979;30,54
05 Canarias;Mujeres;1978;30,35
05 Canarias;Mujeres;1977;30,16
05 Canarias;Mujeres;1976;30,04
05 Canarias;Mujeres;1975;29,89
06 Cantabria;Ambos sexos;2025;47,1
06 Cantabria;Ambos sexos;2024;46,85
06 Cantabria;Ambos sexos;2023;46,57
06 Cantabria;Ambos sexos;2022;46,39
06 Cantabria;Ambos sexos;2021;46,07
06 Cantabria;Ambos sexos;2020;45,81
06 Cantabria;Ambos sexos;2019;45,55
06 Cantabria;Ambos sexos;2018;45,29
06 Cantabria;Ambos sexos;2017;45,03
06 Cantabria;Ambos sexos;2016;44,73
06 Cantabria;Ambos sexos;2015;44,42
06 Cantabria;Ambos sexos;2014;44,12
06 Cantabria;Ambos sexos;2013;43,8
06 Cantabria;Ambos sexos;2012;43,51
06 Cantabria;Ambos sexos;2011;43,26
06 Cantabria;Ambos sexos;2010;43,03
06 Cantabria;Ambos sexos;2009;42,84
06 Cantabria;Ambos sexos;2008;42,74
06 Cantabria;Ambos sexos;2007;42,67
06 Cantabria;Ambos sexos;2006;42,54
06 Cantabria;Ambos sexos;2005;42,38
06 Cantabria;Ambos sexos;2004;42,2
06 Cantabria;Ambos sexos;2003;42,04
06 Cantabria;Ambos sexos;2002;41,84
06 Cantabria;Ambos sexos;2001;41,54
06 Cantabria;Ambos sexos;2000;41,23
06 Cantabria;Ambos sexos;1999;40,91
06 Cantabria;Ambos sexos;1998;40,56
06 Cantabria;Ambos sexos;1997;40,2
06 Cantabria;Ambos sexos;1996;39,85
06 Cantabria;Ambos sexos;1995;39,48
06 Cantabria;Ambos sexos;1994;39,1
06 Cantabria;Ambos sexos;1993;38,75
06 Cantabria;Ambos sexos;1992;38,4
06 Cantabria;Ambos sexos;1991;38,04
06 Cantabria;Ambos sexos;1990;37,65
06 Cantabria;Ambos sexos;1989;37,26
06 Cantabria;Ambos sexos;1988;36,89
06 Cantabria;Ambos sexos;1987;36,51
06 Cantabria;Ambos sexos;1986;36,17
06 Cantabria;Ambos sexos;1985;35,84
06 Cantabria;Ambos sexos;1984;35,53
06 Cantabria;Ambos sexos;1983;35,26
06 Cantabria;Ambos sexos;1982;34,98
06 Cantabria;Ambos sexos;1981;34,77
06 Cantabria;Ambos sexos;1980;34,54
06 Cantabria;Ambos sexos;1979;34,33
06 Cantabria;Ambos sexos;1978;34,16
06 Cantabria;Ambos sexos;1977;34,01
06 Cantabria;Ambos sexos;1976;33,9
06 Cantabria;Ambos sexos;1975;33,78
06 Cantabria;Hombres;2025;45,64
06 Cantabria;Hombres;2024;45,38
06 Cantabria;Hombres;2023;45,09
06 Cantabria;Hombres;2022;44,89
06 Cantabria;Hombres;2021;44,58
06 Cantabria;Hombres;2020;44,3
06 Cantabria;Hombres;2019;44,03
06 Cantabria;Hombres;2018;43,78
06 Cantabria;Hombres;2017;43,5
06 Cantabria;Hombres;2016;43,21
06 Cantabria;Hombres;2015;42,88
06 Cantabria;Hombres;2014;42,56
06 Cantabria;Hombres;2013;42,23
06 Cantabria;Hombres;2012;41,94
06 Cantabria;Hombres;2011;41,7
06 Cantabria;Hombres;2010;41,47
06 Cantabria;Hombres;2009;41,29
06 Cantabria;Hombres;2008;41,19
06 Cantabria;Hombres;2007;41,12
06 Cantabria;Hombres;2006;40,98
06 Cantabria;Hombres;2005;40,82
06 Cantabria;Hombres;2004;40,63
06 Cantabria;Hombres;2003;40,47
06 Cantabria;Hombres;2002;40,27
06 Cantabria;Hombres;2001;39,96
06 Cantabria;Hombres;2000;39,64
06 Cantabria;Hombres;1999;39,32
06 Cantabria;Hombres;1998;38,98
06 Cantabria;Hombres;1997;38,62
06 Cantabria;Hombres;1996;38,27
06 Cantabria;Hombres;1995;37,9
06 Cantabria;Hombres;1994;37,54
06 Cantabria;Hombres;1993;37,19
06 Cantabria;Hombres;1992;36,86
06 Cantabria;Hombres;1991;36,51
06 Cantabria;Hombres;1990;36,12
06 Cantabria;Hombres;1989;35,72
06 Cantabria;Hombres;1988;35,34
06 Cantabria;Hombres;1987;34,95
06 Cantabria;Hombres;1986;34,61
06 Cantabria;Hombres;1985;34,29
06 Cantabria;Hombres;1984;33,98
06 Cantabria;Hombres;1983;33,69
06 Cantabria;Hombres;1982;33,41
06 Cantabria;Hombres;1981;33,2
06 Cantabria;Hombres;1980;33,01
06 Cantabria;Hombres;1979;32,81
06 Cantabria;Hombres;1978;32,65
06 Cantabria;Hombres;1977;32,51
06 Cantabria;Hombres;1976;32,41
06 Cantabria;Hombres;1975;32,3
06 Cantabria;Mujeres;2025;48,46
06 Cantabria;Mujeres;2024;48,24
06 Cantabria;Mujeres;2023;47,96
06 Cantabria;Mujeres;2022;47,8
06 Cantabria;Mujeres;2021;47,49
06 Cantabria;Mujeres;2020;47,24
06 Cantabria;Mujeres;2019;46,97
06 Cantabria;Mujeres;2018;46,73
06 Cantabria;Mujeres;2017;46,48
06 Cantabria;Mujeres;2016;46,18
06 Cantabria;Mujeres;2015;45,9
06 Cantabria;Mujeres;2014;45,61
06 Cantabria;Mujeres;2013;45,3
06 Cantabria;Mujeres;2012;45,02
06 Cantabria;Mujeres;2011;44,76
06 Cantabria;Mujeres;2010;44,52
06 Cantabria;Mujeres;2009;44,33
06 Cantabria;Mujeres;2008;44,23
06 Cantabria;Mujeres;2007;44,15
06 Cantabria;Mujeres;2006;44,01
06 Cantabria;Mujeres;2005;43,87
06 Cantabria;Mujeres;2004;43,7
06 Cantabria;Mujeres;2003;43,54
06 Cantabria;Mujeres;2002;43,33
06 Cantabria;Mujeres;2001;43,04
06 Cantabria;Mujeres;2000;42,74
06 Cantabria;Mujeres;1999;42,42
06 Cantabria;Mujeres;1998;42,06
06 Cantabria;Mujeres;1997;41,7
06 Cantabria;Mujeres;1996;41,36
06 Cantabria;Mujeres;1995;40,98
06 Cantabria;Mujeres;1994;40,59
06 Cantabria;Mujeres;1993;40,24
06 Cantabria;Mujeres;1992;39,88
06 Cantabria;Mujeres;1991;39,5
06 Cantabria;Mujeres;1990;39,12
06 Cantabria;Mujeres;1989;38,74
06 Cantabria;Mujeres;1988;38,38
06 Cantabria;Mujeres;1987;38,01
06 Cantabria;Mujeres;1986;37,67
06 Cantabria;Mujeres;1985;37,34
06 Cantabria;Mujeres;1984;37,03
06 Cantabria;Mujeres;1983;36,76
06 Cantabria;Mujeres;1982;36,49
06 Cantabria;Mujeres;1981;36,27
06 Cantabria;Mujeres;1980;36,02
06 Cantabria;Mujeres;1979;35,8
06 Cantabria;Mujeres;1978;35,61
06 Cantabria;Mujeres;1977;35,46
06 Cantabria;Mujeres;1976;35,33
06 Cantabria;Mujeres;1975;35,2
07 Castilla y León;Ambos sexos;2025;48,6
07 Castilla y León;Ambos sexos;2024;48,48
07 Castilla y León;Ambos sexos;2023;48,31
07 Castilla y León;Ambos sexos;2022;48,2
07 Castilla y León;Ambos sexos;2021;47,92
07 Castilla y León;Ambos sexos;2020;47,78
07 Castilla y León;Ambos sexos;2019;47,54
07 Castilla y León;Ambos sexos;2018;47,29
07 Castilla y León;Ambos sexos;2017;47,03
07 Castilla y León;Ambos sexos;2016;46,73
07 Castilla y León;Ambos sexos;2015;46,43
07 Castilla y León;Ambos sexos;2014;46,13
07 Castilla y León;Ambos sexos;2013;45,8
07 Castilla y León;Ambos sexos;2012;45,51
07 Castilla y León;Ambos sexos;2011;45,24
07 Castilla y León;Ambos sexos;2010;44,98
07 Castilla y León;Ambos sexos;2009;44,74
07 Castilla y León;Ambos sexos;2008;44,58
07 Castilla y León;Ambos sexos;2007;44,52
07 Castilla y León;Ambos sexos;2006;44,37
07 Castilla y León;Ambos sexos;2005;44,2
07 Castilla y León;Ambos sexos;2004;44
07 Castilla y León;Ambos sexos;2003;43,78
07 Castilla y León;Ambos sexos;2002;43,55
07 Castilla y León;Ambos sexos;2001;43,24
07 Castilla y León;Ambos sexos;2000;42,91
07 Castilla y León;Ambos sexos;1999;42,57
07 Castilla y León;Ambos sexos;1998;42,22
07 Castilla y León;Ambos sexos;1997;41,86
07 Castilla y León;Ambos sexos;1996;41,49
07 Castilla y León;Ambos sexos;1995;41,12
07 Castilla y León;Ambos sexos;1994;40,75
07 Castilla y León;Ambos sexos;1993;40,39
07 Castilla y León;Ambos sexos;1992;40,03
07 Castilla y León;Ambos sexos;1991;39,67
07 Castilla y León;Ambos sexos;1990;39,31
07 Castilla y León;Ambos sexos;1989;38,95
07 Castilla y León;Ambos sexos;1988;38,59
07 Castilla y León;Ambos sexos;1987;38,24
07 Castilla y León;Ambos sexos;1986;37,91
07 Castilla y León;Ambos sexos;1985;37,6
07 Castilla y León;Ambos sexos;1984;37,29
07 Castilla y León;Ambos sexos;1983;36,99
07 Castilla y León;Ambos sexos;1982;36,69
07 Castilla y León;Ambos sexos;1981;36,42
07 Castilla y León;Ambos sexos;1980;36,14
07 Castilla y León;Ambos sexos;1979;35,88
07 Castilla y León;Ambos sexos;1978;35,63
07 Castilla y León;Ambos sexos;1977;35,38
07 Castilla y León;Ambos sexos;1976;35,14
07 Castilla y León;Ambos sexos;1975;34,87
07 Castilla y León;Hombres;2025;47,23
07 Castilla y León;Hombres;2024;47,12
07 Castilla y León;Hombres;2023;46,96
07 Castilla y León;Hombres;2022;46,85
07 Castilla y León;Hombres;2021;46,58
07 Castilla y León;Hombres;2020;46,42
07 Castilla y León;Hombres;2019;46,18
07 Castilla y León;Hombres;2018;45,92
07 Castilla y León;Hombres;2017;45,65
07 Castilla y León;Hombres;2016;45,35
07 Castilla y León;Hombres;2015;45,04
07 Castilla y León;Hombres;2014;44,74
07 Castilla y León;Hombres;2013;44,41
07 Castilla y León;Hombres;2012;44,13
07 Castilla y León;Hombres;2011;43,84
07 Castilla y León;Hombres;2010;43,58
07 Castilla y León;Hombres;2009;43,32
07 Castilla y León;Hombres;2008;43,15
07 Castilla y León;Hombres;2007;43,11
07 Castilla y León;Hombres;2006;42,95
07 Castilla y León;Hombres;2005;42,77
07 Castilla y León;Hombres;2004;42,58
07 Castilla y León;Hombres;2003;42,36
07 Castilla y León;Hombres;2002;42,14
07 Castilla y León;Hombres;2001;41,83
07 Castilla y León;Hombres;2000;41,51
07 Castilla y León;Hombres;1999;41,18
07 Castilla y León;Hombres;1998;40,84
07 Castilla y León;Hombres;1997;40,49
07 Castilla y León;Hombres;1996;40,12
07 Castilla y León;Hombres;1995;39,76
07 Castilla y León;Hombres;1994;39,39
07 Castilla y León;Hombres;1993;39,04
07 Castilla y León;Hombres;1992;38,69
07 Castilla y León;Hombres;1991;38,35
07 Castilla y León;Hombres;1990;37,98
07 Castilla y León;Hombres;1989;37,61
07 Castilla y León;Hombres;1988;37,26
07 Castilla y León;Hombres;1987;36,91
07 Castilla y León;Hombres;1986;36,58
07 Castilla y León;Hombres;1985;36,28
07 Castilla y León;Hombres;1984;35,98
07 Castilla y León;Hombres;1983;35,68
07 Castilla y León;Hombres;1982;35,4
07 Castilla y León;Hombres;1981;35,16
07 Castilla y León;Hombres;1980;34,91
07 Castilla y León;Hombres;1979;34,67
07 Castilla y León;Hombres;1978;34,46
07 Castilla y León;Hombres;1977;34,24
07 Castilla y León;Hombres;1976;34,03
07 Castilla y León;Hombres;1975;33,79
07 Castilla y León;Mujeres;2025;49,94
07 Castilla y León;Mujeres;2024;49,8
07 Castilla y León;Mujeres;2023;49,62
07 Castilla y León;Mujeres;2022;49,51
07 Castilla y León;Mujeres;2021;49,23
07 Castilla y León;Mujeres;2020;49,09
07 Castilla y León;Mujeres;2019;48,87
07 Castilla y León;Mujeres;2018;48,63
07 Castilla y León;Mujeres;2017;48,37
07 Castilla y León;Mujeres;2016;48,07
07 Castilla y León;Mujeres;2015;47,78
07 Castilla y León;Mujeres;2014;47,49
07 Castilla y León;Mujeres;2013;47,16
07 Castilla y León;Mujeres;2012;46,88
07 Castilla y León;Mujeres;2011;46,62
07 Castilla y León;Mujeres;2010;46,36
07 Castilla y León;Mujeres;2009;46,13
07 Castilla y León;Mujeres;2008;45,99
07 Castilla y León;Mujeres;2007;45,9
07 Castilla y León;Mujeres;2006;45,75
07 Castilla y León;Mujeres;2005;45,59
07 Castilla y León;Mujeres;2004;45,38
07 Castilla y León;Mujeres;2003;45,16
07 Castilla y León;Mujeres;2002;44,93
07 Castilla y León;Mujeres;2001;44,61
07 Castilla y León;Mujeres;2000;44,27
07 Castilla y León;Mujeres;1999;43,93
07 Castilla y León;Mujeres;1998;43,56
07 Castilla y León;Mujeres;1997;43,2
07 Castilla y León;Mujeres;1996;42,83
07 Castilla y León;Mujeres;1995;42,46
07 Castilla y León;Mujeres;1994;42,07
07 Castilla y León;Mujeres;1993;41,71
07 Castilla y León;Mujeres;1992;41,34
07 Castilla y León;Mujeres;1991;40,97
07 Castilla y León;Mujeres;1990;40,62
07 Castilla y León;Mujeres;1989;40,26
07 Castilla y León;Mujeres;1988;39,9
07 Castilla y León;Mujeres;1987;39,55
07 Castilla y León;Mujeres;1986;39,21
07 Castilla y León;Mujeres;1985;38,9
07 Castilla y León;Mujeres;1984;38,58
07 Castilla y León;Mujeres;1983;38,27
07 Castilla y León;Mujeres;1982;37,95
07 Castilla y León;Mujeres;1981;37,66
07 Castilla y León;Mujeres;1980;37,36
07 Castilla y León;Mujeres;1979;37,06
07 Castilla y León;Mujeres;1978;36,78
07 Castilla y León;Mujeres;1977;36,5
07 Castilla y León;Mujeres;1976;36,23
07 Castilla y León;Mujeres;1975;35,93
08 Castilla - La Mancha;Ambos sexos;2025;44,17
08 Castilla - La Mancha;Ambos sexos;2024;44,01
08 Castilla - La Mancha;Ambos sexos;2023;43,81
08 Castilla - La Mancha;Ambos sexos;2022;43,65
08 Castilla - La Mancha;Ambos sexos;2021;43,41
08 Castilla - La Mancha;Ambos sexos;2020;43,29
08 Castilla - La Mancha;Ambos sexos;2019;43,09
08 Castilla - La Mancha;Ambos sexos;2018;42,84
08 Castilla - La Mancha;Ambos sexos;2017;42,59
08 Castilla - La Mancha;Ambos sexos;2016;42,29
08 Castilla - La Mancha;Ambos sexos;2015;42
08 Castilla - La Mancha;Ambos sexos;2014;41,66
08 Castilla - La Mancha;Ambos sexos;2013;41,31
08 Castilla - La Mancha;Ambos sexos;2012;41,06
08 Castilla - La Mancha;Ambos sexos;2011;40,85
08 Castilla - La Mancha;Ambos sexos;2010;40,64
08 Castilla - La Mancha;Ambos sexos;2009;40,47
08 Castilla - La Mancha;Ambos sexos;2008;40,43
08 Castilla - La Mancha;Ambos sexos;2007;40,54
08 Castilla - La Mancha;Ambos sexos;2006;40,58
08 Castilla - La Mancha;Ambos sexos;2005;40,59
08 Castilla - La Mancha;Ambos sexos;2004;40,57
08 Castilla - La Mancha;Ambos sexos;2003;40,54
08 Castilla - La Mancha;Ambos sexos;2002;40,47
08 Castilla - La Mancha;Ambos sexos;2001;40,29
08 Castilla - La Mancha;Ambos sexos;2000;40,04
08 Castilla - La Mancha;Ambos sexos;1999;39,82
08 Castilla - La Mancha;Ambos sexos;1998;39,57
08 Castilla - La Mancha;Ambos sexos;1997;39,32
08 Castilla - La Mancha;Ambos sexos;1996;39,09
08 Castilla - La Mancha;Ambos sexos;1995;38,86
08 Castilla - La Mancha;Ambos sexos;1994;38,65
08 Castilla - La Mancha;Ambos sexos;1993;38,45
08 Castilla - La Mancha;Ambos sexos;1992;38,26
08 Castilla - La Mancha;Ambos sexos;1991;38,06
08 Castilla - La Mancha;Ambos sexos;1990;37,8
08 Castilla - La Mancha;Ambos sexos;1989;37,55
08 Castilla - La Mancha;Ambos sexos;1988;37,29
08 Castilla - La Mancha;Ambos sexos;1987;37,04
08 Castilla - La Mancha;Ambos sexos;1986;36,79
08 Castilla - La Mancha;Ambos sexos;1985;36,57
08 Castilla - La Mancha;Ambos sexos;1984;36,35
08 Castilla - La Mancha;Ambos sexos;1983;36,14
